Solving SGP( :	24 , 3 , 31 , 
Maximum tabu length set to:	100
, Miniumu tabu length set to:	4
, Maximum Tries:	10000
, Maximum Stable Tries:	300

1587712962 INFO tabu : New best sgp (721) found
1587712962 INFO tabu : New best sgp (717) found
1587712962 INFO tabu : New best sgp (713) found
1587712962 INFO tabu : New best sgp (709) found
1587712963 INFO tabu : New best sgp (705) found
1587712963 INFO tabu : New best sgp (701) found
1587712963 INFO tabu : New best sgp (697) found
1587712963 INFO tabu : New best sgp (693) found
1587712963 INFO tabu : New best sgp (689) found
1587712963 INFO tabu : New best sgp (685) found
1587712963 INFO tabu : New best sgp (681) found
1587712963 INFO tabu : New best sgp (677) found
1587712963 INFO tabu : New best sgp (673) found
1587712963 INFO tabu : New best sgp (669) found
1587712963 INFO tabu : New best sgp (665) found
1587712963 INFO tabu : New best sgp (661) found
1587712963 INFO tabu : New best sgp (657) found
1587712963 INFO tabu : New best sgp (653) found
1587712963 INFO tabu : New best sgp (649) found
1587712964 INFO tabu : New best sgp (645) found
1587712964 INFO tabu : New best sgp (641) found
1587712964 INFO tabu : New best sgp (637) found
1587712964 INFO tabu : New best sgp (633) found
1587712964 INFO tabu : New best sgp (629) found
1587712964 INFO tabu : New best sgp (625) found
1587712964 INFO tabu : New best sgp (621) found
1587712964 INFO tabu : New best sgp (617) found
1587712964 INFO tabu : New best sgp (613) found
1587712964 INFO tabu : New best sgp (609) found
1587712964 INFO tabu : New best sgp (605) found
1587712964 INFO tabu : New best sgp (601) found
1587712964 INFO tabu : New best sgp (597) found
1587712964 INFO tabu : New best sgp (593) found
1587712964 INFO tabu : New best sgp (589) found
1587712965 INFO tabu : New best sgp (585) found
1587712965 INFO tabu : New best sgp (581) found
1587712965 INFO tabu : New best sgp (577) found
1587712965 INFO tabu : New best sgp (573) found
1587712965 INFO tabu : New best sgp (569) found
1587712965 INFO tabu : New best sgp (565) found
1587712965 INFO tabu : New best sgp (561) found
1587712965 INFO tabu : New best sgp (557) found
1587712965 INFO tabu : New best sgp (553) found
1587712965 INFO tabu : New best sgp (549) found
1587712965 INFO tabu : New best sgp (545) found
1587712965 INFO tabu : New best sgp (541) found
1587712965 INFO tabu : New best sgp (537) found
1587712965 INFO tabu : New best sgp (533) found
1587712965 INFO tabu : New best sgp (529) found
1587712965 INFO tabu : New best sgp (525) found
1587712965 INFO tabu : New best sgp (521) found
1587712966 INFO tabu : New best sgp (517) found
1587712966 INFO tabu : New best sgp (513) found
1587712966 INFO tabu : New best sgp (509) found
1587712966 INFO tabu : New best sgp (505) found
1587712966 INFO tabu : New best sgp (501) found
1587712966 INFO tabu : New best sgp (497) found
1587712966 INFO tabu : New best sgp (493) found
1587712966 INFO tabu : New best sgp (489) found
1587712966 INFO tabu : New best sgp (485) found
1587712966 INFO tabu : New best sgp (481) found
1587712966 INFO tabu : New best sgp (477) found
1587712966 INFO tabu : New best sgp (474) found
1587712966 INFO tabu : New best sgp (471) found
1587712966 INFO tabu : New best sgp (468) found
1587712966 INFO tabu : New best sgp (464) found
1587712966 INFO tabu : New best sgp (461) found
1587712966 INFO tabu : New best sgp (458) found
1587712966 INFO tabu : New best sgp (455) found
1587712967 INFO tabu : New best sgp (452) found
1587712967 INFO tabu : New best sgp (449) found
1587712967 INFO tabu : New best sgp (446) found
1587712967 INFO tabu : New best sgp (443) found
1587712967 INFO tabu : New best sgp (440) found
1587712967 INFO tabu : New best sgp (437) found
1587712967 INFO tabu : New best sgp (434) found
1587712967 INFO tabu : New best sgp (431) found
1587712967 INFO tabu : New best sgp (428) found
1587712967 INFO tabu : New best sgp (425) found
1587712967 INFO tabu : New best sgp (422) found
1587712967 INFO tabu : New best sgp (419) found
1587712967 INFO tabu : New best sgp (416) found
1587712967 INFO tabu : New best sgp (413) found
1587712967 INFO tabu : New best sgp (410) found
1587712967 INFO tabu : New best sgp (407) found
1587712967 INFO tabu : New best sgp (404) found
1587712967 INFO tabu : New best sgp (401) found
1587712967 INFO tabu : New best sgp (398) found
1587712968 INFO tabu : New best sgp (395) found
1587712968 INFO tabu : New best sgp (392) found
1587712968 INFO tabu : New best sgp (389) found
1587712968 INFO tabu : New best sgp (386) found
1587712968 INFO tabu : New best sgp (383) found
1587712968 INFO tabu : New best sgp (380) found
1587712968 INFO tabu : New best sgp (377) found
1587712968 INFO tabu : New best sgp (374) found
1587712968 INFO tabu : New best sgp (371) found
1587712968 INFO tabu : New best sgp (368) found
1587712968 INFO tabu : New best sgp (365) found
1587712968 INFO tabu : New best sgp (362) found
1587712968 INFO tabu : New best sgp (359) found
1587712968 INFO tabu : New best sgp (356) found
1587712968 INFO tabu : New best sgp (353) found
1587712968 INFO tabu : New best sgp (350) found
1587712968 INFO tabu : New best sgp (347) found
1587712968 INFO tabu : New best sgp (344) found
1587712968 INFO tabu : New best sgp (341) found
1587712968 INFO tabu : New best sgp (338) found
1587712969 INFO tabu : New best sgp (335) found
1587712969 INFO tabu : New best sgp (332) found
1587712969 INFO tabu : New best sgp (329) found
1587712969 INFO tabu : New best sgp (326) found
1587712969 INFO tabu : New best sgp (323) found
1587712969 INFO tabu : New best sgp (320) found
1587712969 INFO tabu : New best sgp (317) found
1587712969 INFO tabu : New best sgp (314) found
1587712969 INFO tabu : New best sgp (311) found
1587712969 INFO tabu : New best sgp (308) found
1587712969 INFO tabu : New best sgp (305) found
1587712969 INFO tabu : New best sgp (302) found
1587712969 INFO tabu : New best sgp (299) found
1587712969 INFO tabu : New best sgp (296) found
1587712969 INFO tabu : New best sgp (293) found
1587712969 INFO tabu : New best sgp (290) found
1587712969 INFO tabu : New best sgp (287) found
1587712969 INFO tabu : New best sgp (284) found
1587712969 INFO tabu : New best sgp (281) found
1587712969 INFO tabu : New best sgp (278) found
1587712969 INFO tabu : New best sgp (275) found
1587712970 INFO tabu : New best sgp (272) found
1587712970 INFO tabu : New best sgp (269) found
1587712970 INFO tabu : New best sgp (266) found
1587712970 INFO tabu : New best sgp (263) found
1587712970 INFO tabu : New best sgp (261) found
1587712970 INFO tabu : New best sgp (259) found
1587712970 INFO tabu : New best sgp (257) found
1587712970 INFO tabu : New best sgp (255) found
1587712970 INFO tabu : New best sgp (253) found
1587712970 INFO tabu : New best sgp (251) found
1587712970 INFO tabu : New best sgp (249) found
1587712970 INFO tabu : New best sgp (247) found
1587712970 INFO tabu : New best sgp (245) found
1587712970 INFO tabu : New best sgp (243) found
1587712970 INFO tabu : New best sgp (240) found
1587712970 INFO tabu : New best sgp (238) found
1587712970 INFO tabu : New best sgp (236) found
1587712970 INFO tabu : New best sgp (234) found
1587712970 INFO tabu : New best sgp (232) found
1587712970 INFO tabu : New best sgp (229) found
1587712970 INFO tabu : New best sgp (227) found
1587712970 INFO tabu : New best sgp (225) found
1587712970 INFO tabu : New best sgp (222) found
1587712970 INFO tabu : New best sgp (220) found
1587712970 INFO tabu : New best sgp (218) found
1587712970 INFO tabu : New best sgp (216) found
1587712970 INFO tabu : New best sgp (214) found
1587712970 INFO tabu : New best sgp (212) found
1587712970 INFO tabu : New best sgp (210) found
1587712971 INFO tabu : New best sgp (208) found
1587712971 INFO tabu : New best sgp (206) found
1587712971 INFO tabu : New best sgp (204) found
1587712971 INFO tabu : New best sgp (202) found
1587712971 INFO tabu : New best sgp (200) found
1587712971 INFO tabu : New best sgp (198) found
1587712971 INFO tabu : New best sgp (196) found
1587712971 INFO tabu : New best sgp (194) found
1587712971 INFO tabu : New best sgp (192) found
1587712971 INFO tabu : New best sgp (190) found
1587712971 INFO tabu : New best sgp (188) found
1587712971 INFO tabu : New best sgp (186) found
1587712971 INFO tabu : New best sgp (184) found
1587712971 INFO tabu : New best sgp (182) found
1587712971 INFO tabu : New best sgp (180) found
1587712971 INFO tabu : New best sgp (178) found
1587712971 INFO tabu : New best sgp (176) found
1587712971 INFO tabu : New best sgp (174) found
1587712971 INFO tabu : New best sgp (172) found
1587712971 INFO tabu : New best sgp (170) found
1587712971 INFO tabu : New best sgp (168) found
1587712971 INFO tabu : New best sgp (166) found
1587712971 INFO tabu : New best sgp (164) found
1587712971 INFO tabu : New best sgp (162) found
1587712971 INFO tabu : New best sgp (160) found
1587712971 INFO tabu : New best sgp (158) found
1587712971 INFO tabu : New best sgp (156) found
1587712971 INFO tabu : New best sgp (154) found
1587712971 INFO tabu : New best sgp (153) found
1587712971 INFO tabu : New best sgp (151) found
1587712971 INFO tabu : New best sgp (150) found
1587712971 INFO tabu : New best sgp (149) found
1587712971 INFO tabu : New best sgp (148) found
1587712971 INFO tabu : New best sgp (147) found
1587712971 INFO tabu : New best sgp (146) found
1587712972 INFO tabu : New best sgp (145) found
1587712972 INFO tabu : New best sgp (144) found
1587712972 INFO tabu : New best sgp (143) found
1587712972 INFO tabu : New best sgp (142) found
1587712972 INFO tabu : New best sgp (141) found
1587712972 INFO tabu : New best sgp (140) found
1587712972 INFO tabu : New best sgp (139) found
1587712972 INFO tabu : New best sgp (138) found
1587712972 INFO tabu : New best sgp (137) found
1587712972 INFO tabu : New best sgp (136) found
1587712972 INFO tabu : New best sgp (134) found
1587712972 INFO tabu : New best sgp (133) found
1587712972 INFO tabu : New best sgp (132) found
1587712972 INFO tabu : New best sgp (131) found
1587712972 INFO tabu : New best sgp (130) found
1587712972 INFO tabu : New best sgp (129) found
1587712972 INFO tabu : New best sgp (128) found
1587712972 INFO tabu : New best sgp (127) found
1587712972 INFO tabu : New best sgp (126) found
1587712972 INFO tabu : New best sgp (125) found
1587712972 INFO tabu : New best sgp (123) found
1587712972 INFO tabu : New best sgp (122) found
1587712972 INFO tabu : New best sgp (120) found
1587712972 INFO tabu : New best sgp (119) found
1587712972 INFO tabu : New best sgp (118) found
1587712972 INFO tabu : New best sgp (116) found
1587712972 INFO tabu : New best sgp (115) found
1587712972 INFO tabu : New best sgp (114) found
1587712972 INFO tabu : New best sgp (113) found
1587712972 INFO tabu : New best sgp (111) found
1587712972 INFO tabu : New best sgp (110) found
1587712972 INFO tabu : New best sgp (109) found
1587712972 INFO tabu : New best sgp (108) found
1587712972 INFO tabu : New best sgp (106) found
1587712972 INFO tabu : New best sgp (104) found
1587712972 INFO tabu : New best sgp (103) found
1587712972 INFO tabu : New best sgp (101) found
1587712972 INFO tabu : New best sgp (100) found
1587712972 INFO tabu : New best sgp (98) found
1587712972 INFO tabu : New best sgp (97) found
1587712972 INFO tabu : New best sgp (96) found
1587712972 INFO tabu : New best sgp (95) found
1587712972 INFO tabu : New best sgp (94) found
1587712972 INFO tabu : New best sgp (93) found
1587712972 INFO tabu : New best sgp (92) found
1587712972 INFO tabu : New best sgp (91) found
1587712972 INFO tabu : New best sgp (90) found
1587712972 INFO tabu : New best sgp (89) found
1587712972 INFO tabu : New best sgp (88) found
1587712972 INFO tabu : New best sgp (87) found
1587712972 INFO tabu : New best sgp (86) found
1587712972 INFO tabu : New best sgp (85) found
1587712972 INFO tabu : New best sgp (84) found
1587712973 INFO tabu : New best sgp (82) found
1587712973 INFO tabu : New best sgp (81) found
1587712973 INFO tabu : New best sgp (80) found
1587712973 INFO tabu : New best sgp (79) found
1587712973 INFO tabu : New best sgp (78) found
1587712973 INFO tabu : New best sgp (77) found
1587712973 INFO tabu : New best sgp (76) found
1587712973 INFO tabu : New best sgp (75) found
1587712973 INFO tabu : New best sgp (73) found
1587712973 INFO tabu : New best sgp (72) found
1587712973 INFO tabu : New best sgp (71) found
1587712973 INFO tabu : New best sgp (70) found
1587712973 INFO tabu : New best sgp (69) found
1587712973 INFO tabu : New best sgp (68) found
1587712973 INFO tabu : New best sgp (67) found
1587712973 INFO tabu : New best sgp (66) found
1587712973 INFO tabu : New best sgp (65) found
1587712973 INFO tabu : New best sgp (64) found
1587712973 INFO tabu : New best sgp (63) found
1587712973 INFO tabu : New best sgp (62) found
1587712973 INFO tabu : New best sgp (61) found
1587712973 INFO tabu : New best sgp (60) found
1587712973 INFO tabu : New best sgp (59) found
1587712973 INFO tabu : New best sgp (58) found
1587712973 INFO tabu : New best sgp (57) found
1587712973 INFO tabu : New best sgp (56) found
1587712973 INFO tabu : New best sgp (55) found
1587712973 INFO tabu : New best sgp (54) found
1587712973 INFO tabu : New best sgp (53) found
1587712973 INFO tabu : New best sgp (52) found
1587712973 INFO tabu : New best sgp (51) found
1587712973 INFO tabu : New best sgp (50) found
1587712973 INFO tabu : New best sgp (49) found
1587712973 INFO tabu : New best sgp (48) found
