Solving SGP( :	29 , 3 , 34 , 
Maximum tabu length set to:	100
, Miniumu tabu length set to:	4
, Maximum Tries:	10000
, Maximum Stable Tries:	300

1587720650 INFO tabu : New best sgp (895) found
1587720650 INFO tabu : New best sgp (891) found
1587720650 INFO tabu : New best sgp (887) found
1587720650 INFO tabu : New best sgp (883) found
1587720650 INFO tabu : New best sgp (879) found
1587720650 INFO tabu : New best sgp (875) found
1587720650 INFO tabu : New best sgp (871) found
1587720650 INFO tabu : New best sgp (867) found
1587720651 INFO tabu : New best sgp (863) found
1587720651 INFO tabu : New best sgp (859) found
1587720651 INFO tabu : New best sgp (855) found
1587720651 INFO tabu : New best sgp (851) found
1587720651 INFO tabu : New best sgp (847) found
1587720651 INFO tabu : New best sgp (843) found
1587720651 INFO tabu : New best sgp (839) found
1587720651 INFO tabu : New best sgp (835) found
1587720651 INFO tabu : New best sgp (831) found
1587720652 INFO tabu : New best sgp (827) found
1587720652 INFO tabu : New best sgp (823) found
1587720652 INFO tabu : New best sgp (819) found
1587720652 INFO tabu : New best sgp (815) found
1587720652 INFO tabu : New best sgp (811) found
1587720652 INFO tabu : New best sgp (807) found
1587720652 INFO tabu : New best sgp (803) found
1587720652 INFO tabu : New best sgp (799) found
1587720652 INFO tabu : New best sgp (795) found
1587720652 INFO tabu : New best sgp (791) found
1587720653 INFO tabu : New best sgp (787) found
1587720653 INFO tabu : New best sgp (783) found
1587720653 INFO tabu : New best sgp (779) found
1587720653 INFO tabu : New best sgp (775) found
1587720653 INFO tabu : New best sgp (771) found
1587720653 INFO tabu : New best sgp (767) found
1587720653 INFO tabu : New best sgp (763) found
1587720653 INFO tabu : New best sgp (759) found
1587720653 INFO tabu : New best sgp (755) found
1587720653 INFO tabu : New best sgp (751) found
1587720654 INFO tabu : New best sgp (747) found
1587720654 INFO tabu : New best sgp (743) found
1587720654 INFO tabu : New best sgp (739) found
1587720654 INFO tabu : New best sgp (735) found
1587720654 INFO tabu : New best sgp (731) found
1587720654 INFO tabu : New best sgp (727) found
1587720654 INFO tabu : New best sgp (723) found
1587720654 INFO tabu : New best sgp (719) found
1587720654 INFO tabu : New best sgp (715) found
1587720654 INFO tabu : New best sgp (711) found
1587720655 INFO tabu : New best sgp (707) found
1587720655 INFO tabu : New best sgp (703) found
1587720655 INFO tabu : New best sgp (699) found
1587720655 INFO tabu : New best sgp (695) found
1587720655 INFO tabu : New best sgp (691) found
1587720655 INFO tabu : New best sgp (687) found
1587720655 INFO tabu : New best sgp (683) found
1587720655 INFO tabu : New best sgp (679) found
1587720655 INFO tabu : New best sgp (675) found
1587720655 INFO tabu : New best sgp (671) found
1587720655 INFO tabu : New best sgp (667) found
1587720656 INFO tabu : New best sgp (663) found
1587720656 INFO tabu : New best sgp (659) found
1587720656 INFO tabu : New best sgp (655) found
1587720656 INFO tabu : New best sgp (651) found
1587720656 INFO tabu : New best sgp (647) found
1587720656 INFO tabu : New best sgp (643) found
1587720656 INFO tabu : New best sgp (639) found
1587720656 INFO tabu : New best sgp (635) found
1587720656 INFO tabu : New best sgp (631) found
1587720656 INFO tabu : New best sgp (627) found
1587720656 INFO tabu : New best sgp (623) found
1587720657 INFO tabu : New best sgp (619) found
1587720657 INFO tabu : New best sgp (615) found
1587720657 INFO tabu : New best sgp (611) found
1587720657 INFO tabu : New best sgp (607) found
1587720657 INFO tabu : New best sgp (603) found
1587720657 INFO tabu : New best sgp (599) found
1587720657 INFO tabu : New best sgp (595) found
1587720657 INFO tabu : New best sgp (591) found
1587720657 INFO tabu : New best sgp (587) found
1587720657 INFO tabu : New best sgp (583) found
1587720657 INFO tabu : New best sgp (579) found
1587720657 INFO tabu : New best sgp (575) found
1587720658 INFO tabu : New best sgp (571) found
1587720658 INFO tabu : New best sgp (567) found
1587720658 INFO tabu : New best sgp (563) found
1587720658 INFO tabu : New best sgp (559) found
1587720658 INFO tabu : New best sgp (555) found
1587720658 INFO tabu : New best sgp (551) found
1587720658 INFO tabu : New best sgp (547) found
1587720658 INFO tabu : New best sgp (543) found
1587720658 INFO tabu : New best sgp (539) found
1587720658 INFO tabu : New best sgp (535) found
1587720658 INFO tabu : New best sgp (531) found
1587720658 INFO tabu : New best sgp (527) found
1587720659 INFO tabu : New best sgp (524) found
1587720659 INFO tabu : New best sgp (521) found
1587720659 INFO tabu : New best sgp (518) found
1587720659 INFO tabu : New best sgp (515) found
1587720659 INFO tabu : New best sgp (512) found
1587720659 INFO tabu : New best sgp (509) found
1587720659 INFO tabu : New best sgp (506) found
1587720659 INFO tabu : New best sgp (503) found
1587720659 INFO tabu : New best sgp (500) found
1587720659 INFO tabu : New best sgp (497) found
1587720659 INFO tabu : New best sgp (494) found
1587720659 INFO tabu : New best sgp (491) found
1587720659 INFO tabu : New best sgp (488) found
1587720660 INFO tabu : New best sgp (484) found
1587720660 INFO tabu : New best sgp (481) found
1587720660 INFO tabu : New best sgp (478) found
1587720660 INFO tabu : New best sgp (475) found
1587720660 INFO tabu : New best sgp (472) found
1587720660 INFO tabu : New best sgp (469) found
1587720660 INFO tabu : New best sgp (466) found
1587720660 INFO tabu : New best sgp (463) found
1587720660 INFO tabu : New best sgp (460) found
1587720660 INFO tabu : New best sgp (457) found
1587720660 INFO tabu : New best sgp (454) found
1587720660 INFO tabu : New best sgp (451) found
1587720660 INFO tabu : New best sgp (447) found
1587720660 INFO tabu : New best sgp (444) found
1587720661 INFO tabu : New best sgp (441) found
1587720661 INFO tabu : New best sgp (438) found
1587720661 INFO tabu : New best sgp (435) found
1587720661 INFO tabu : New best sgp (432) found
1587720661 INFO tabu : New best sgp (429) found
1587720661 INFO tabu : New best sgp (426) found
1587720661 INFO tabu : New best sgp (423) found
1587720661 INFO tabu : New best sgp (420) found
1587720661 INFO tabu : New best sgp (417) found
1587720661 INFO tabu : New best sgp (414) found
1587720661 INFO tabu : New best sgp (411) found
1587720661 INFO tabu : New best sgp (408) found
1587720661 INFO tabu : New best sgp (405) found
1587720661 INFO tabu : New best sgp (402) found
1587720661 INFO tabu : New best sgp (399) found
1587720662 INFO tabu : New best sgp (396) found
1587720662 INFO tabu : New best sgp (393) found
1587720662 INFO tabu : New best sgp (390) found
1587720662 INFO tabu : New best sgp (387) found
1587720662 INFO tabu : New best sgp (384) found
1587720662 INFO tabu : New best sgp (381) found
1587720662 INFO tabu : New best sgp (378) found
1587720662 INFO tabu : New best sgp (375) found
1587720662 INFO tabu : New best sgp (372) found
1587720662 INFO tabu : New best sgp (369) found
1587720662 INFO tabu : New best sgp (366) found
1587720662 INFO tabu : New best sgp (363) found
1587720662 INFO tabu : New best sgp (360) found
1587720662 INFO tabu : New best sgp (357) found
1587720662 INFO tabu : New best sgp (354) found
1587720662 INFO tabu : New best sgp (351) found
1587720662 INFO tabu : New best sgp (348) found
1587720663 INFO tabu : New best sgp (345) found
1587720663 INFO tabu : New best sgp (342) found
1587720663 INFO tabu : New best sgp (339) found
1587720663 INFO tabu : New best sgp (336) found
1587720663 INFO tabu : New best sgp (333) found
1587720663 INFO tabu : New best sgp (330) found
1587720663 INFO tabu : New best sgp (327) found
1587720663 INFO tabu : New best sgp (324) found
1587720663 INFO tabu : New best sgp (321) found
1587720663 INFO tabu : New best sgp (318) found
1587720663 INFO tabu : New best sgp (315) found
1587720663 INFO tabu : New best sgp (312) found
1587720663 INFO tabu : New best sgp (309) found
1587720663 INFO tabu : New best sgp (306) found
1587720663 INFO tabu : New best sgp (303) found
1587720663 INFO tabu : New best sgp (300) found
1587720663 INFO tabu : New best sgp (297) found
1587720663 INFO tabu : New best sgp (294) found
1587720664 INFO tabu : New best sgp (291) found
1587720664 INFO tabu : New best sgp (289) found
1587720664 INFO tabu : New best sgp (287) found
1587720664 INFO tabu : New best sgp (285) found
1587720664 INFO tabu : New best sgp (283) found
1587720664 INFO tabu : New best sgp (281) found
1587720664 INFO tabu : New best sgp (279) found
1587720664 INFO tabu : New best sgp (277) found
1587720664 INFO tabu : New best sgp (275) found
1587720664 INFO tabu : New best sgp (273) found
1587720664 INFO tabu : New best sgp (270) found
1587720664 INFO tabu : New best sgp (268) found
1587720664 INFO tabu : New best sgp (266) found
1587720664 INFO tabu : New best sgp (264) found
1587720664 INFO tabu : New best sgp (262) found
1587720664 INFO tabu : New best sgp (260) found
1587720664 INFO tabu : New best sgp (258) found
1587720664 INFO tabu : New best sgp (256) found
1587720665 INFO tabu : New best sgp (254) found
1587720665 INFO tabu : New best sgp (251) found
1587720665 INFO tabu : New best sgp (249) found
1587720665 INFO tabu : New best sgp (247) found
1587720665 INFO tabu : New best sgp (245) found
1587720665 INFO tabu : New best sgp (243) found
1587720665 INFO tabu : New best sgp (241) found
1587720665 INFO tabu : New best sgp (239) found
1587720665 INFO tabu : New best sgp (236) found
1587720665 INFO tabu : New best sgp (234) found
1587720665 INFO tabu : New best sgp (232) found
1587720665 INFO tabu : New best sgp (230) found
1587720665 INFO tabu : New best sgp (228) found
1587720665 INFO tabu : New best sgp (226) found
1587720665 INFO tabu : New best sgp (224) found
1587720665 INFO tabu : New best sgp (222) found
1587720665 INFO tabu : New best sgp (220) found
1587720665 INFO tabu : New best sgp (218) found
1587720665 INFO tabu : New best sgp (216) found
1587720665 INFO tabu : New best sgp (213) found
1587720665 INFO tabu : New best sgp (211) found
1587720665 INFO tabu : New best sgp (209) found
1587720665 INFO tabu : New best sgp (207) found
1587720666 INFO tabu : New best sgp (205) found
1587720666 INFO tabu : New best sgp (203) found
1587720666 INFO tabu : New best sgp (201) found
1587720666 INFO tabu : New best sgp (199) found
1587720666 INFO tabu : New best sgp (197) found
1587720666 INFO tabu : New best sgp (195) found
1587720666 INFO tabu : New best sgp (193) found
1587720666 INFO tabu : New best sgp (191) found
1587720666 INFO tabu : New best sgp (189) found
1587720666 INFO tabu : New best sgp (187) found
1587720666 INFO tabu : New best sgp (184) found
1587720666 INFO tabu : New best sgp (182) found
1587720666 INFO tabu : New best sgp (180) found
1587720666 INFO tabu : New best sgp (178) found
1587720666 INFO tabu : New best sgp (176) found
1587720666 INFO tabu : New best sgp (174) found
1587720666 INFO tabu : New best sgp (172) found
1587720666 INFO tabu : New best sgp (170) found
1587720666 INFO tabu : New best sgp (168) found
1587720666 INFO tabu : New best sgp (166) found
1587720666 INFO tabu : New best sgp (164) found
1587720666 INFO tabu : New best sgp (162) found
1587720666 INFO tabu : New best sgp (160) found
1587720666 INFO tabu : New best sgp (158) found
1587720666 INFO tabu : New best sgp (156) found
1587720666 INFO tabu : New best sgp (154) found
1587720666 INFO tabu : New best sgp (152) found
1587720667 INFO tabu : New best sgp (150) found
1587720667 INFO tabu : New best sgp (148) found
1587720667 INFO tabu : New best sgp (146) found
1587720667 INFO tabu : New best sgp (144) found
1587720667 INFO tabu : New best sgp (142) found
1587720667 INFO tabu : New best sgp (140) found
1587720667 INFO tabu : New best sgp (138) found
1587720667 INFO tabu : New best sgp (136) found
1587720667 INFO tabu : New best sgp (134) found
1587720667 INFO tabu : New best sgp (132) found
1587720667 INFO tabu : New best sgp (130) found
1587720667 INFO tabu : New best sgp (128) found
1587720667 INFO tabu : New best sgp (126) found
1587720667 INFO tabu : New best sgp (125) found
1587720667 INFO tabu : New best sgp (124) found
1587720667 INFO tabu : New best sgp (122) found
1587720667 INFO tabu : New best sgp (121) found
1587720667 INFO tabu : New best sgp (120) found
1587720667 INFO tabu : New best sgp (119) found
1587720667 INFO tabu : New best sgp (117) found
1587720667 INFO tabu : New best sgp (116) found
1587720667 INFO tabu : New best sgp (114) found
1587720667 INFO tabu : New best sgp (113) found
1587720667 INFO tabu : New best sgp (112) found
1587720667 INFO tabu : New best sgp (111) found
1587720667 INFO tabu : New best sgp (110) found
1587720667 INFO tabu : New best sgp (109) found
1587720667 INFO tabu : New best sgp (108) found
1587720667 INFO tabu : New best sgp (107) found
1587720667 INFO tabu : New best sgp (106) found
1587720667 INFO tabu : New best sgp (105) found
1587720667 INFO tabu : New best sgp (104) found
1587720667 INFO tabu : New best sgp (103) found
1587720667 INFO tabu : New best sgp (102) found
1587720667 INFO tabu : New best sgp (101) found
1587720667 INFO tabu : New best sgp (100) found
1587720668 INFO tabu : New best sgp (99) found
1587720668 INFO tabu : New best sgp (98) found
1587720668 INFO tabu : New best sgp (97) found
1587720668 INFO tabu : New best sgp (95) found
1587720668 INFO tabu : New best sgp (94) found
1587720668 INFO tabu : New best sgp (93) found
