Solving SGP( :	26 , 3 , 28 , 
Maximum tabu length set to:	100
, Miniumu tabu length set to:	4
, Maximum Tries:	10000
, Maximum Stable Tries:	300

1587715028 INFO tabu : New best sgp (612) found
1587715028 INFO tabu : New best sgp (608) found
1587715028 INFO tabu : New best sgp (604) found
1587715028 INFO tabu : New best sgp (600) found
1587715028 INFO tabu : New best sgp (596) found
1587715028 INFO tabu : New best sgp (592) found
1587715028 INFO tabu : New best sgp (588) found
1587715028 INFO tabu : New best sgp (584) found
1587715028 INFO tabu : New best sgp (580) found
1587715028 INFO tabu : New best sgp (576) found
1587715028 INFO tabu : New best sgp (572) found
1587715029 INFO tabu : New best sgp (568) found
1587715029 INFO tabu : New best sgp (564) found
1587715029 INFO tabu : New best sgp (560) found
1587715029 INFO tabu : New best sgp (556) found
1587715029 INFO tabu : New best sgp (552) found
1587715029 INFO tabu : New best sgp (548) found
1587715029 INFO tabu : New best sgp (544) found
1587715029 INFO tabu : New best sgp (540) found
1587715029 INFO tabu : New best sgp (536) found
1587715029 INFO tabu : New best sgp (532) found
1587715029 INFO tabu : New best sgp (528) found
1587715029 INFO tabu : New best sgp (524) found
1587715029 INFO tabu : New best sgp (520) found
1587715029 INFO tabu : New best sgp (516) found
1587715029 INFO tabu : New best sgp (512) found
1587715030 INFO tabu : New best sgp (508) found
1587715030 INFO tabu : New best sgp (504) found
1587715030 INFO tabu : New best sgp (500) found
1587715030 INFO tabu : New best sgp (496) found
1587715030 INFO tabu : New best sgp (492) found
1587715030 INFO tabu : New best sgp (488) found
1587715030 INFO tabu : New best sgp (484) found
1587715030 INFO tabu : New best sgp (480) found
1587715030 INFO tabu : New best sgp (476) found
1587715030 INFO tabu : New best sgp (472) found
1587715030 INFO tabu : New best sgp (468) found
1587715030 INFO tabu : New best sgp (464) found
1587715030 INFO tabu : New best sgp (460) found
1587715030 INFO tabu : New best sgp (456) found
1587715030 INFO tabu : New best sgp (452) found
1587715030 INFO tabu : New best sgp (448) found
1587715030 INFO tabu : New best sgp (444) found
1587715031 INFO tabu : New best sgp (440) found
1587715031 INFO tabu : New best sgp (436) found
1587715031 INFO tabu : New best sgp (432) found
1587715031 INFO tabu : New best sgp (428) found
1587715031 INFO tabu : New best sgp (424) found
1587715031 INFO tabu : New best sgp (420) found
1587715031 INFO tabu : New best sgp (416) found
1587715031 INFO tabu : New best sgp (412) found
1587715031 INFO tabu : New best sgp (408) found
1587715031 INFO tabu : New best sgp (404) found
1587715031 INFO tabu : New best sgp (400) found
1587715031 INFO tabu : New best sgp (396) found
1587715031 INFO tabu : New best sgp (392) found
1587715031 INFO tabu : New best sgp (388) found
1587715031 INFO tabu : New best sgp (384) found
1587715031 INFO tabu : New best sgp (380) found
1587715031 INFO tabu : New best sgp (376) found
1587715031 INFO tabu : New best sgp (372) found
1587715032 INFO tabu : New best sgp (368) found
1587715032 INFO tabu : New best sgp (364) found
1587715032 INFO tabu : New best sgp (360) found
1587715032 INFO tabu : New best sgp (356) found
1587715032 INFO tabu : New best sgp (352) found
1587715032 INFO tabu : New best sgp (348) found
1587715032 INFO tabu : New best sgp (344) found
1587715032 INFO tabu : New best sgp (340) found
1587715032 INFO tabu : New best sgp (336) found
1587715032 INFO tabu : New best sgp (332) found
1587715032 INFO tabu : New best sgp (328) found
1587715032 INFO tabu : New best sgp (325) found
1587715032 INFO tabu : New best sgp (322) found
1587715032 INFO tabu : New best sgp (319) found
1587715032 INFO tabu : New best sgp (316) found
1587715032 INFO tabu : New best sgp (313) found
1587715032 INFO tabu : New best sgp (310) found
1587715032 INFO tabu : New best sgp (307) found
1587715032 INFO tabu : New best sgp (304) found
1587715032 INFO tabu : New best sgp (301) found
1587715032 INFO tabu : New best sgp (298) found
1587715033 INFO tabu : New best sgp (295) found
1587715033 INFO tabu : New best sgp (292) found
1587715033 INFO tabu : New best sgp (289) found
1587715033 INFO tabu : New best sgp (286) found
1587715033 INFO tabu : New best sgp (283) found
1587715033 INFO tabu : New best sgp (280) found
1587715033 INFO tabu : New best sgp (277) found
1587715033 INFO tabu : New best sgp (274) found
1587715033 INFO tabu : New best sgp (271) found
1587715033 INFO tabu : New best sgp (268) found
1587715033 INFO tabu : New best sgp (265) found
1587715033 INFO tabu : New best sgp (262) found
1587715033 INFO tabu : New best sgp (259) found
1587715033 INFO tabu : New best sgp (256) found
1587715033 INFO tabu : New best sgp (253) found
1587715033 INFO tabu : New best sgp (250) found
1587715033 INFO tabu : New best sgp (247) found
1587715033 INFO tabu : New best sgp (244) found
1587715033 INFO tabu : New best sgp (241) found
1587715033 INFO tabu : New best sgp (238) found
1587715033 INFO tabu : New best sgp (235) found
1587715033 INFO tabu : New best sgp (232) found
1587715033 INFO tabu : New best sgp (229) found
1587715033 INFO tabu : New best sgp (226) found
1587715033 INFO tabu : New best sgp (223) found
1587715033 INFO tabu : New best sgp (220) found
1587715034 INFO tabu : New best sgp (217) found
1587715034 INFO tabu : New best sgp (214) found
1587715034 INFO tabu : New best sgp (211) found
1587715034 INFO tabu : New best sgp (208) found
1587715034 INFO tabu : New best sgp (205) found
1587715034 INFO tabu : New best sgp (202) found
1587715034 INFO tabu : New best sgp (199) found
1587715034 INFO tabu : New best sgp (196) found
1587715034 INFO tabu : New best sgp (193) found
1587715034 INFO tabu : New best sgp (190) found
1587715034 INFO tabu : New best sgp (187) found
1587715034 INFO tabu : New best sgp (184) found
1587715034 INFO tabu : New best sgp (182) found
1587715034 INFO tabu : New best sgp (180) found
1587715034 INFO tabu : New best sgp (178) found
1587715034 INFO tabu : New best sgp (176) found
1587715034 INFO tabu : New best sgp (174) found
1587715034 INFO tabu : New best sgp (171) found
1587715034 INFO tabu : New best sgp (169) found
1587715034 INFO tabu : New best sgp (167) found
1587715034 INFO tabu : New best sgp (165) found
1587715034 INFO tabu : New best sgp (163) found
1587715034 INFO tabu : New best sgp (161) found
1587715034 INFO tabu : New best sgp (159) found
1587715034 INFO tabu : New best sgp (157) found
1587715034 INFO tabu : New best sgp (155) found
1587715034 INFO tabu : New best sgp (153) found
1587715034 INFO tabu : New best sgp (151) found
1587715034 INFO tabu : New best sgp (149) found
1587715034 INFO tabu : New best sgp (147) found
1587715034 INFO tabu : New best sgp (145) found
1587715034 INFO tabu : New best sgp (143) found
1587715034 INFO tabu : New best sgp (141) found
1587715034 INFO tabu : New best sgp (139) found
1587715034 INFO tabu : New best sgp (137) found
1587715035 INFO tabu : New best sgp (135) found
1587715035 INFO tabu : New best sgp (133) found
1587715035 INFO tabu : New best sgp (131) found
1587715035 INFO tabu : New best sgp (129) found
1587715035 INFO tabu : New best sgp (127) found
1587715035 INFO tabu : New best sgp (125) found
1587715035 INFO tabu : New best sgp (123) found
1587715035 INFO tabu : New best sgp (121) found
1587715035 INFO tabu : New best sgp (119) found
1587715035 INFO tabu : New best sgp (117) found
1587715035 INFO tabu : New best sgp (115) found
1587715035 INFO tabu : New best sgp (113) found
1587715035 INFO tabu : New best sgp (111) found
1587715035 INFO tabu : New best sgp (109) found
1587715035 INFO tabu : New best sgp (107) found
1587715035 INFO tabu : New best sgp (105) found
1587715035 INFO tabu : New best sgp (103) found
1587715035 INFO tabu : New best sgp (101) found
1587715035 INFO tabu : New best sgp (99) found
1587715035 INFO tabu : New best sgp (97) found
1587715035 INFO tabu : New best sgp (95) found
1587715035 INFO tabu : New best sgp (93) found
1587715035 INFO tabu : New best sgp (91) found
1587715035 INFO tabu : New best sgp (89) found
1587715035 INFO tabu : New best sgp (87) found
1587715035 INFO tabu : New best sgp (85) found
1587715035 INFO tabu : New best sgp (83) found
1587715035 INFO tabu : New best sgp (81) found
1587715035 INFO tabu : New best sgp (79) found
1587715035 INFO tabu : New best sgp (77) found
1587715035 INFO tabu : New best sgp (76) found
1587715035 INFO tabu : New best sgp (75) found
1587715035 INFO tabu : New best sgp (74) found
1587715035 INFO tabu : New best sgp (73) found
1587715035 INFO tabu : New best sgp (72) found
1587715035 INFO tabu : New best sgp (71) found
1587715035 INFO tabu : New best sgp (70) found
1587715035 INFO tabu : New best sgp (68) found
1587715035 INFO tabu : New best sgp (67) found
1587715035 INFO tabu : New best sgp (66) found
1587715035 INFO tabu : New best sgp (65) found
1587715035 INFO tabu : New best sgp (64) found
1587715035 INFO tabu : New best sgp (63) found
1587715035 INFO tabu : New best sgp (62) found
1587715035 INFO tabu : New best sgp (61) found
1587715035 INFO tabu : New best sgp (60) found
1587715035 INFO tabu : New best sgp (59) found
1587715035 INFO tabu : New best sgp (58) found
1587715035 INFO tabu : New best sgp (57) found
1587715035 INFO tabu : New best sgp (56) found
1587715035 INFO tabu : New best sgp (55) found
1587715035 INFO tabu : New best sgp (54) found
1587715035 INFO tabu : New best sgp (53) found
1587715035 INFO tabu : New best sgp (52) found
1587715035 INFO tabu : New best sgp (50) found
1587715035 INFO tabu : New best sgp (49) found
1587715035 INFO tabu : New best sgp (48) found
1587715035 INFO tabu : New best sgp (47) found
1587715036 INFO tabu : New best sgp (46) found
1587715036 INFO tabu : New best sgp (45) found
1587715036 INFO tabu : New best sgp (44) found
1587715036 INFO tabu : New best sgp (43) found
1587715036 INFO tabu : New best sgp (42) found
1587715036 INFO tabu : New best sgp (41) found
1587715036 INFO tabu : New best sgp (40) found
1587715036 INFO tabu : New best sgp (39) found
1587715036 INFO tabu : New best sgp (38) found
1587715036 INFO tabu : New best sgp (37) found
1587715036 INFO tabu : New best sgp (36) found
1587715036 INFO tabu : New best sgp (35) found
1587715036 INFO tabu : New best sgp (34) found
1587715036 INFO tabu : New best sgp (33) found
1587715036 INFO tabu : New best sgp (32) found
1587715036 INFO tabu : New best sgp (31) found
1587715036 INFO tabu : New best sgp (30) found
1587715036 INFO tabu : New best sgp (29) found
1587715036 INFO tabu : New best sgp (28) found
1587715036 INFO tabu : New best sgp (26) found
1587715036 INFO tabu : New best sgp (25) found
1587715036 INFO tabu : New best sgp (24) found
1587715036 INFO tabu : New best sgp (23) found
1587715036 INFO tabu : New best sgp (22) found
1587715036 INFO tabu : New best sgp (21) found
1587715036 INFO tabu : New best sgp (20) found
1587715036 INFO tabu : New best sgp (19) found
1587715036 INFO tabu : New best sgp (18) found
1587715036 INFO tabu : New best sgp (17) found
1587715036 INFO tabu : New best sgp (16) found
1587715036 INFO tabu : New best sgp (15) found
1587715036 INFO tabu : New best sgp (14) found
1587715036 INFO tabu : New best sgp (13) found
1587715036 INFO tabu : New best sgp (12) found
1587715036 INFO tabu : New best sgp (11) found
1587715036 INFO tabu : New best sgp (10) found
1587715036 INFO tabu : New best sgp (8) found
1587715036 INFO tabu : New best sgp (7) found
1587715036 INFO tabu : New best sgp (6) found
1587715036 INFO tabu : New best sgp (5) found
1587715036 INFO tabu : New best sgp (4) found
1587715036 INFO tabu : New best sgp (3) found
1587715036 INFO tabu : New best sgp (2) found
1587715036 INFO tabu : New best sgp (1) found
1587715036 INFO tabu : New best sgp (0) found
   WEEK 1           WEEK 2           WEEK 3           WEEK 4        
 13 52 63         24 39 46         22 74 76         42 74 75        
 68 71 74         38 55 67          6 50 56          9 61 71        
 22 24 51          5 18 48         18 21 28         30 36 77        
  2 20 53         14 29 32         43 49 54         10 12 59        
 55 57 60         13 49 76          1 12 67         13 51 54        
 12 30 39         33 43 68         25 45 65          6 31 73        
  5 27 46          2 35 54          7 11 68         23 62 69        
 25 54 67         41 42 56         20 33 60         27 65 72        
  6 58 66         12 37 53         16 35 46          1 15 34        
 15 16 43         25 62 74         48 51 69         39 60 64        
  3 19 29         22 30 75          8 34 64          7 33 66        
  9 37 44          4  6 44         24 61 62         17 20 37        
 23 32 75         34 45 73         23 37 66         45 47 50        
  0 59 62         28 40 60          3 38 57          2 68 76        
  8 33 47         16 57 61         26 44 73          8 49 52        
 45 70 76          3 47 58         17 31 58          5 11 21        
 17 21 48         31 66 71          2 36 70          3 14 46        
  1 72 73         10 51 77         19 52 72         35 53 57        
 31 36 41          7 50 70         32 53 77         16 40 58        
 49 69 77         26 63 65         10 30 41         29 38 70        
 14 34 50         20 59 69         13 27 47         48 55 56        
  4 18 26          8  9 21          5 14 71         18 22 67        
 10 35 40          0 17 72          0 29 75         19 26 32        
 11 42 64          1 27 36         39 55 63         24 25 41        
  7 28 38         11 15 52         15 40 59          0 28 44        
 56 61 65         19 23 64          4  9 42          4 43 63        

   WEEK 5           WEEK 6           WEEK 7           WEEK 8        
