Solving SGP( :	25 , 3 , 28 , 
Maximum tabu length set to:	100
, Miniumu tabu length set to:	4
, Maximum Tries:	10000
, Maximum Stable Tries:	300

1587713654 INFO tabu : New best sgp (615) found
1587713654 INFO tabu : New best sgp (611) found
1587713654 INFO tabu : New best sgp (607) found
1587713655 INFO tabu : New best sgp (603) found
1587713655 INFO tabu : New best sgp (599) found
1587713655 INFO tabu : New best sgp (595) found
1587713655 INFO tabu : New best sgp (591) found
1587713655 INFO tabu : New best sgp (587) found
1587713655 INFO tabu : New best sgp (583) found
1587713655 INFO tabu : New best sgp (579) found
1587713655 INFO tabu : New best sgp (575) found
1587713655 INFO tabu : New best sgp (571) found
1587713655 INFO tabu : New best sgp (567) found
1587713655 INFO tabu : New best sgp (563) found
1587713655 INFO tabu : New best sgp (559) found
1587713655 INFO tabu : New best sgp (555) found
1587713655 INFO tabu : New best sgp (551) found
1587713655 INFO tabu : New best sgp (547) found
1587713655 INFO tabu : New best sgp (543) found
1587713656 INFO tabu : New best sgp (539) found
1587713656 INFO tabu : New best sgp (535) found
1587713656 INFO tabu : New best sgp (531) found
1587713656 INFO tabu : New best sgp (527) found
1587713656 INFO tabu : New best sgp (523) found
1587713656 INFO tabu : New best sgp (519) found
1587713656 INFO tabu : New best sgp (515) found
1587713656 INFO tabu : New best sgp (511) found
1587713656 INFO tabu : New best sgp (507) found
1587713656 INFO tabu : New best sgp (503) found
1587713656 INFO tabu : New best sgp (499) found
1587713656 INFO tabu : New best sgp (495) found
1587713656 INFO tabu : New best sgp (491) found
1587713656 INFO tabu : New best sgp (487) found
1587713656 INFO tabu : New best sgp (483) found
1587713656 INFO tabu : New best sgp (479) found
1587713656 INFO tabu : New best sgp (475) found
1587713656 INFO tabu : New best sgp (471) found
1587713657 INFO tabu : New best sgp (467) found
1587713657 INFO tabu : New best sgp (463) found
1587713657 INFO tabu : New best sgp (459) found
1587713657 INFO tabu : New best sgp (455) found
1587713657 INFO tabu : New best sgp (451) found
1587713657 INFO tabu : New best sgp (447) found
1587713657 INFO tabu : New best sgp (443) found
1587713657 INFO tabu : New best sgp (439) found
1587713657 INFO tabu : New best sgp (435) found
1587713657 INFO tabu : New best sgp (431) found
1587713657 INFO tabu : New best sgp (427) found
1587713657 INFO tabu : New best sgp (423) found
1587713657 INFO tabu : New best sgp (419) found
1587713657 INFO tabu : New best sgp (415) found
1587713657 INFO tabu : New best sgp (411) found
1587713657 INFO tabu : New best sgp (407) found
1587713657 INFO tabu : New best sgp (403) found
1587713657 INFO tabu : New best sgp (399) found
1587713657 INFO tabu : New best sgp (395) found
1587713658 INFO tabu : New best sgp (391) found
1587713658 INFO tabu : New best sgp (387) found
1587713658 INFO tabu : New best sgp (383) found
1587713658 INFO tabu : New best sgp (379) found
1587713658 INFO tabu : New best sgp (375) found
1587713658 INFO tabu : New best sgp (371) found
1587713658 INFO tabu : New best sgp (367) found
1587713658 INFO tabu : New best sgp (363) found
1587713658 INFO tabu : New best sgp (359) found
1587713658 INFO tabu : New best sgp (355) found
1587713658 INFO tabu : New best sgp (351) found
1587713658 INFO tabu : New best sgp (347) found
1587713658 INFO tabu : New best sgp (343) found
1587713658 INFO tabu : New best sgp (339) found
1587713658 INFO tabu : New best sgp (336) found
1587713658 INFO tabu : New best sgp (333) found
1587713658 INFO tabu : New best sgp (330) found
1587713658 INFO tabu : New best sgp (327) found
1587713658 INFO tabu : New best sgp (324) found
1587713658 INFO tabu : New best sgp (321) found
1587713658 INFO tabu : New best sgp (318) found
1587713659 INFO tabu : New best sgp (315) found
1587713659 INFO tabu : New best sgp (312) found
1587713659 INFO tabu : New best sgp (309) found
1587713659 INFO tabu : New best sgp (306) found
1587713659 INFO tabu : New best sgp (303) found
1587713659 INFO tabu : New best sgp (300) found
1587713659 INFO tabu : New best sgp (297) found
1587713659 INFO tabu : New best sgp (294) found
1587713659 INFO tabu : New best sgp (291) found
1587713659 INFO tabu : New best sgp (288) found
1587713659 INFO tabu : New best sgp (285) found
1587713659 INFO tabu : New best sgp (282) found
1587713659 INFO tabu : New best sgp (279) found
1587713659 INFO tabu : New best sgp (276) found
1587713659 INFO tabu : New best sgp (273) found
1587713659 INFO tabu : New best sgp (270) found
1587713659 INFO tabu : New best sgp (267) found
1587713659 INFO tabu : New best sgp (264) found
1587713659 INFO tabu : New best sgp (261) found
1587713659 INFO tabu : New best sgp (258) found
1587713659 INFO tabu : New best sgp (255) found
1587713659 INFO tabu : New best sgp (252) found
1587713659 INFO tabu : New best sgp (249) found
1587713659 INFO tabu : New best sgp (246) found
1587713659 INFO tabu : New best sgp (243) found
1587713660 INFO tabu : New best sgp (240) found
1587713660 INFO tabu : New best sgp (237) found
1587713660 INFO tabu : New best sgp (234) found
1587713660 INFO tabu : New best sgp (231) found
1587713660 INFO tabu : New best sgp (228) found
1587713660 INFO tabu : New best sgp (225) found
1587713660 INFO tabu : New best sgp (222) found
1587713660 INFO tabu : New best sgp (219) found
1587713660 INFO tabu : New best sgp (216) found
1587713660 INFO tabu : New best sgp (213) found
1587713660 INFO tabu : New best sgp (210) found
1587713660 INFO tabu : New best sgp (207) found
1587713660 INFO tabu : New best sgp (204) found
1587713660 INFO tabu : New best sgp (201) found
1587713660 INFO tabu : New best sgp (199) found
1587713660 INFO tabu : New best sgp (196) found
1587713660 INFO tabu : New best sgp (194) found
1587713660 INFO tabu : New best sgp (192) found
1587713660 INFO tabu : New best sgp (190) found
1587713660 INFO tabu : New best sgp (187) found
1587713660 INFO tabu : New best sgp (185) found
1587713660 INFO tabu : New best sgp (183) found
1587713660 INFO tabu : New best sgp (181) found
1587713660 INFO tabu : New best sgp (179) found
1587713660 INFO tabu : New best sgp (177) found
1587713660 INFO tabu : New best sgp (175) found
1587713660 INFO tabu : New best sgp (173) found
1587713660 INFO tabu : New best sgp (171) found
1587713660 INFO tabu : New best sgp (169) found
1587713660 INFO tabu : New best sgp (167) found
1587713660 INFO tabu : New best sgp (165) found
1587713660 INFO tabu : New best sgp (163) found
1587713660 INFO tabu : New best sgp (161) found
1587713661 INFO tabu : New best sgp (159) found
1587713661 INFO tabu : New best sgp (157) found
1587713661 INFO tabu : New best sgp (155) found
1587713661 INFO tabu : New best sgp (153) found
1587713661 INFO tabu : New best sgp (151) found
1587713661 INFO tabu : New best sgp (149) found
1587713661 INFO tabu : New best sgp (147) found
1587713661 INFO tabu : New best sgp (145) found
1587713661 INFO tabu : New best sgp (143) found
1587713661 INFO tabu : New best sgp (141) found
1587713661 INFO tabu : New best sgp (139) found
1587713661 INFO tabu : New best sgp (137) found
1587713661 INFO tabu : New best sgp (135) found
1587713661 INFO tabu : New best sgp (133) found
1587713661 INFO tabu : New best sgp (131) found
1587713661 INFO tabu : New best sgp (129) found
1587713661 INFO tabu : New best sgp (127) found
1587713661 INFO tabu : New best sgp (125) found
1587713661 INFO tabu : New best sgp (123) found
1587713661 INFO tabu : New best sgp (121) found
1587713661 INFO tabu : New best sgp (119) found
1587713661 INFO tabu : New best sgp (117) found
1587713661 INFO tabu : New best sgp (115) found
1587713661 INFO tabu : New best sgp (113) found
1587713661 INFO tabu : New best sgp (111) found
1587713661 INFO tabu : New best sgp (109) found
1587713661 INFO tabu : New best sgp (107) found
1587713661 INFO tabu : New best sgp (105) found
1587713661 INFO tabu : New best sgp (103) found
1587713661 INFO tabu : New best sgp (101) found
1587713661 INFO tabu : New best sgp (99) found
1587713661 INFO tabu : New best sgp (97) found
1587713661 INFO tabu : New best sgp (95) found
1587713661 INFO tabu : New best sgp (93) found
1587713661 INFO tabu : New best sgp (91) found
1587713661 INFO tabu : New best sgp (89) found
1587713661 INFO tabu : New best sgp (87) found
1587713661 INFO tabu : New best sgp (85) found
1587713661 INFO tabu : New best sgp (83) found
1587713661 INFO tabu : New best sgp (81) found
1587713661 INFO tabu : New best sgp (79) found
1587713661 INFO tabu : New best sgp (78) found
1587713661 INFO tabu : New best sgp (77) found
1587713661 INFO tabu : New best sgp (76) found
1587713661 INFO tabu : New best sgp (74) found
1587713661 INFO tabu : New best sgp (73) found
1587713661 INFO tabu : New best sgp (72) found
1587713661 INFO tabu : New best sgp (71) found
1587713661 INFO tabu : New best sgp (70) found
1587713661 INFO tabu : New best sgp (69) found
1587713661 INFO tabu : New best sgp (68) found
1587713661 INFO tabu : New best sgp (67) found
1587713661 INFO tabu : New best sgp (66) found
1587713661 INFO tabu : New best sgp (65) found
1587713662 INFO tabu : New best sgp (64) found
1587713662 INFO tabu : New best sgp (62) found
1587713662 INFO tabu : New best sgp (61) found
1587713662 INFO tabu : New best sgp (60) found
1587713662 INFO tabu : New best sgp (59) found
1587713662 INFO tabu : New best sgp (58) found
1587713662 INFO tabu : New best sgp (57) found
1587713662 INFO tabu : New best sgp (56) found
1587713662 INFO tabu : New best sgp (55) found
1587713662 INFO tabu : New best sgp (54) found
1587713662 INFO tabu : New best sgp (52) found
1587713662 INFO tabu : New best sgp (51) found
1587713662 INFO tabu : New best sgp (50) found
1587713662 INFO tabu : New best sgp (49) found
1587713662 INFO tabu : New best sgp (48) found
1587713662 INFO tabu : New best sgp (47) found
1587713662 INFO tabu : New best sgp (46) found
1587713662 INFO tabu : New best sgp (45) found
1587713662 INFO tabu : New best sgp (44) found
1587713662 INFO tabu : New best sgp (43) found
1587713662 INFO tabu : New best sgp (42) found
1587713662 INFO tabu : New best sgp (41) found
1587713662 INFO tabu : New best sgp (40) found
1587713662 INFO tabu : New best sgp (39) found
1587713662 INFO tabu : New best sgp (38) found
1587713662 INFO tabu : New best sgp (37) found
1587713662 INFO tabu : New best sgp (36) found
1587713662 INFO tabu : New best sgp (35) found
1587713662 INFO tabu : New best sgp (34) found
1587713662 INFO tabu : New best sgp (33) found
1587713662 INFO tabu : New best sgp (32) found
1587713662 INFO tabu : New best sgp (31) found
1587713662 INFO tabu : New best sgp (30) found
1587713662 INFO tabu : New best sgp (29) found
1587713662 INFO tabu : New best sgp (28) found
1587713662 INFO tabu : New best sgp (27) found
1587713662 INFO tabu : New best sgp (26) found
1587713662 INFO tabu : New best sgp (25) found
1587713662 INFO tabu : New best sgp (24) found
1587713662 INFO tabu : New best sgp (23) found
1587713662 INFO tabu : New best sgp (22) found
1587713662 INFO tabu : New best sgp (21) found
1587713662 INFO tabu : New best sgp (20) found
1587713662 INFO tabu : New best sgp (19) found
1587713662 INFO tabu : New best sgp (18) found
1587713662 INFO tabu : New best sgp (17) found
1587713662 INFO tabu : New best sgp (16) found
1587713662 INFO tabu : New best sgp (15) found
1587713662 INFO tabu : New best sgp (14) found
1587713662 INFO tabu : New best sgp (13) found
1587713662 INFO tabu : New best sgp (12) found
1587713662 INFO tabu : New best sgp (11) found
1587713662 INFO tabu : New best sgp (10) found
1587713662 INFO tabu : New best sgp (9) found
1587713662 INFO tabu : New best sgp (8) found
1587713662 INFO tabu : New best sgp (7) found
1587713662 INFO tabu : New best sgp (6) found
1587713662 INFO tabu : New best sgp (5) found
1587713662 INFO tabu : New best sgp (4) found
1587713662 INFO tabu : New best sgp (3) found
1587713662 INFO tabu : New best sgp (2) found
1587713662 INFO tabu : New best sgp (1) found
1587713662 INFO tabu : New best sgp (0) found
   WEEK 1           WEEK 2           WEEK 3           WEEK 4        
  0 25 38         12 17 68         14 34 69         22 36 42        
 21 35 39         15 27 47          2 20 30         31 45 50        
  5 10 28         38 61 74         17 36 54         10 44 46        
 31 59 70          3 40 60         49 62 70          8 14 26        
  2 42 48         24 37 52          1 44 61         15 24 35        
 24 26 68          7 32 53          3  5 24          9 13 37        
 36 47 62         44 48 64         39 41 68         19 54 67        
 16 20 56          6 21 51         18 42 50         23 48 74        
 15 40 71         25 28 50         19 57 65          1 25 59        
  3 23 64          4 35 69         22 53 72         38 53 66        
 46 55 66         26 29 70          4 28 67          2  4 33        
 19 60 63         19 31 46          8 15 73         43 70 72        
 11 41 72         22 45 73         12 21 37          7 27 52        
 29 32 37          2 11 34         11 47 48          5 20 69        
 14 22 43         62 66 72          9 27 51         32 58 68        
 52 53 58         33 36 56         25 43 56         11 17 57        
  7  8 61         20 49 71          7 26 31         30 61 73        
 27 45 54          0  8 67         33 35 60          6 18 49        
 44 65 69         14 18 58         40 59 66         39 56 62        
 18 57 67         10 55 63         13 64 74         40 51 64        
 13 30 33          5 13 57         10 16 29         21 60 71        
  9 49 50          9 41 59         32 38 46         16 47 65        
